roll,pitch,yaw
0.0,-15.0,5.0
0.0,-15.0,5.0
0.03422367451746069,-14.968764713583814,5.029789125984334
0.07193820523794707,-14.982847684545142,5.072784681528097
0.10239550717213375,-15.037817934900817,5.100463946907468
0.10169313882376153,-15.116849051213702,5.108462908980698
0.08934352920022526,-15.238661157040589,5.12047333290595
0.03556320564370455,-15.349370635093045,5.119564716708011
-0.056288077873752916,-15.436348621371941,5.124938929773273
-0.12396883979324382,-15.541408880429866,5.096513896982774
-0.15713415394087807,-15.662673016792546,5.091139492726145
-0.18276659402214387,-15.773297098330525,5.043169861091994
-0.16828221122155135,-15.874360450215631,4.979616820854372
-0.1881937755805722,-15.988485595622333,4.941208035410471
-0.19330032457387047,-16.108686253417158,4.94341761083094
-0.16750351528484875,-16.224913817889256,4.91396225875425
-0.17822732331845625,-16.33389533350851,4.8603146344567065
-0.1647341865491865,-16.454859079464157,4.840325961769031
-0.13467195180947686,-16.57283510939844,4.860163313726306
-0.06776407728265531,-16.67278809134972,4.89207662223292
-0.03846319426282608,-16.793693531164106,4.917304609128758
-0.013273261808167083,-16.923804176807536,4.899894151387843
0.050949152312291884,-17.051154714635775,4.9009722940596125
0.1469720871019983,-17.164081505663468,4.9266280650160725
0.19340655107884838,-17.219812181112967,4.93877882982638
0.22827279426128294,-17.263134438928393,4.999211909480715
0.27142949153118595,-17.27564398576468,5.05609462734709
0.3118479835022022,-17.259081141285126,5.099282522553166
0.33772471325088554,-17.22367456887939,5.123414838658069
0.3431261853506915,-17.200386531054523,5.164631937614107
0.3473223997764158,-17.157384034165702,5.183535351254311
0.37644782084547496,-17.13308982462854,5.226342034360654
0.4154218268194991,-17.09118686855392,5.2346673517469
0.4154218268194991,-17.09118686855392,5.2346673517469
0.4154218268194991,-17.09118686855392,5.2346673517469
0.4154218268194991,-17.09118686855392,5.2346673517469
0.4154218268194991,-17.09118686855392,5.2346673517469
0.4154218268194991,-17.09118686855392,5.2346673517469
0.3733605088846407,-17.07027638458341,5.194555548723059
0.32084217542678983,-17.028083651069007,5.199835847791159
0.22899684504459814,-16.962744033980897,5.206463173179033
0.11765946238561051,-16.895534891856148,5.174601242911504
0.020777774887134323,-16.80464608893576,5.174328217458988
-0.07800189962816202,-16.72377413035325,5.132353553931233
-0.15974742673758943,-16.643388603785635,5.051426279170693
-0.22576556046305243,-16.532682883990578,4.995376123465986
-0.2646079927766552,-16.399889338403916,4.962825800703987
-0.2704369207138193,-16.25820397423725,4.9554758060598845
-0.26596848779322413,-16.125297532494645,4.907365740182281
-0.2275039091077057,-15.99138421412797,4.883719612969322
-0.17265899097751197,-15.876860495288716,4.825783981136019
-0.11453587688391062,-15.75007729068928,4.806943178604349
-0.06162588779381488,-15.622807436575972,4.8286909989955635
0.01684002988274678,-15.517955818232222,4.874493315116071
0.11759447927991039,-15.445032460902837,4.9348185616606735
0.20560319104846236,-15.390759176468732,5.029857477353502
0.28545826596462814,-15.301015441439473,5.105440192813781
0.3617142992370656,-15.186484606369085,5.147843100561839
0.44604364569951516,-15.06631420808994,5.1497373923323835
0.5632740089769012,-14.971771875479316,5.1507775524954305
0.7031520724634686,-14.904281580989299,5.128801827483892
0.7696669278824679,-14.872078897517829,5.116522016567336
0.8052774920744526,-14.81416961725765,5.119798354371031
0.8851318280160103,-14.688230306665584,5.125355351936617
0.9725636478342339,-14.563309142593427,5.086142460140208
1.0167423340006085,-14.43231202483072,5.049046471531843
1.0376315893757289,-14.370233128189069,5.030291856600007
1.0821372492872419,-14.329723444189744,5.006446623744097
1.173441426399612,-14.245190220008817,4.956916437949023
1.2207357037307938,-14.200902707144275,4.932260457942733
1.3061785305333538,-14.121214566681639,4.908605230208644
1.3935311691605234,-14.048051727287877,4.934922369560527
1.4482898726968947,-14.002164207053053,4.9515965003753974
1.541254208360703,-13.926032864732093,4.996473632969916
1.6336532634858867,-13.896739581016359,5.066358241843819
1.7312108133701432,-13.917315138695256,5.12666418070659
1.8249624153699653,-13.986597659136963,5.175980627603746
1.9592823436690996,-14.028850735320749,5.236861236943568
2.118956184226911,-14.118137401921004,5.309524579671366
2.3215701456987774,-14.245831789910236,5.401747746174219
2.5089063364783253,-14.432501664407111,5.483331671609678
2.650784543916515,-14.660596575913392,5.543895587160569
2.75050414789707,-14.900483809434403,5.5855650462171695
2.811446433714637,-15.055241137893288,5.6105963124070986
2.840113188930389,-15.182537416446905,5.631990330380695
2.8455863032946227,-15.272879214589366,5.638700489059194
2.880376837367229,-15.339879250877738,5.6713887499315865
2.8756018816933366,-15.41911676431185,5.681780310691539
2.9080897300774278,-15.481395659335,5.713544839649772
2.905963549350049,-15.556663718854228,5.715117029894374
2.859385764315499,-15.61517440142779,5.711723711683561
2.8260490332828074,-15.66213195276614,5.663319876604932
2.7606761115465748,-15.675118314492506,5.62578666733175
2.711175672422127,-15.731834324971294,5.601891524688402
2.6317972580988154,-15.75412828225732,5.591129207219028
2.547188444304953,-15.757416754287213,5.622759458290758
2.4535128924446226,-15.800560759482785,5.6306885161395215
2.3639243756971053,-15.875459628225062,5.60464587401536
2.2836201307223294,-15.96547680948845,5.620133993787492
2.202025819096466,-16.052369082849548,5.590087235212657
2.0984081137171615,-16.122000765008124,5.595713624370894
2.0024763558036427,-16.18188925830166,5.643545016668935
1.8957781796017283,-16.243022346684782,5.647830280571562
1.7932177525672734,-16.294038220615313,5.694619688716352
1.6717019884983604,-16.312835101648563,5.717391383356855
1.5561985059000647,-16.352338480802636,5.701311923462061
1.4333047019594225,-16.35889854316218,5.712904876312799
