intensity,loudness,rmsEnergy
5.086933709145542E-5,3.25040010565853,0.00724113829261831
6.374726766656822E-5,3.4674271262671397,0.008055093102341551
7.724593854328794E-5,3.675516306193036,0.008767071447936972
9.978607676817666E-5,3.9580811379768384,0.011410664748418625
2.0601775898546577E-4,4.7346740657604975,0.018317002862733505
5.999436186668079E-4,6.289819446393918,0.02988633870868662
0.0014922709159019866,8.461120926779918,0.042802552729339395
0.0028776981236490764,10.627684261520022,0.05455133470869153
0.004482048515329851,12.332775803763575,0.06542702121603576
0.006072073392563194,13.585001162469291,0.0768189986626034
0.007733960361290107,14.62148876532317,0.08853431891701101
0.009697595260792509,15.646485241015,0.09905580440344196
0.011955499399622644,16.673048726799436,0.10828875885303778
0.014171835274049804,17.568706544840936,0.116539728159218
0.015957113847948626,18.222667953990424,0.12335871894397384
0.01701753610077359,18.587154367199506,0.12707081343405083
0.017113472331196772,18.619513911955867,0.12748127648626872
0.016234375653620906,18.318498922571905,0.12603373260900771
0.01479300124399295,17.80924631992215,0.12262246172334389
0.013306287194134589,17.25472084446911,0.1161504290852241
0.011769310196538305,16.62134901897709,0.10671987691923525
0.009833810479171262,15.705470645154422,0.09773426569051792
0.0076141192658476875,14.503918301369806,0.08996236531567355
0.005890709533609218,13.476514873233668,0.08286836470346245
0.005249361630523925,13.05970734499916,0.07712756492183727
0.005497077222471646,13.233838705353866,0.07520354573704961
0.006103811478502765,13.65705077694241,0.07843571700342775
0.006909198756149153,14.167976337011455,0.08483662371438998
0.008126154642152562,14.856307240882762,0.09246572906025008
0.009994625069530066,15.791101248767797,0.10220891443198842
0.012555287742896498,16.90406927012918,0.11412425345604332
0.015784144762549773,18.109674986390846,0.12733616338062512
0.019472317287913214,19.300900053998873,0.13895955830923792
0.022868218471848622,20.284235311644952,0.14680097113685778
0.024721983074846632,20.78989172113621,0.15003259215414103
0.023972553638568636,20.58641045739647,0.147765554232664
0.020709866542591354,19.649110276786455,0.1402423782386217
0.01628538249659502,18.23608015759426,0.12953305064093348
0.012333976382716993,16.79092502034359,0.11698207743699263
0.009927978451626055,15.78761162910957,0.1065571498932728
0.009142837342229227,15.427052431869805,0.10019271007121472
0.009577553152082308,15.634588229157716,0.10032883509953273
0.010746658806377698,16.174393282535753,0.1051616054097303
0.012309188566261802,16.844898376647578,0.1113926309818578
0.013991558615011787,17.510925384263583,0.11718271072573004
0.01532936881048314,18.00877427844391,0.12068733457947328
0.01587969063367656,18.206993640978705,0.12247570724791594
0.015433347087970258,18.047028188378622,0.1214948905545048
0.01418463734474928,17.58562508770798,0.11729195772945276
0.012449167336290222,16.89727419634679,0.11003163936158983
0.010337432140297502,15.951147690537454,0.09994685338114695
0.007989793224882013,14.711057083393063,0.08987870760144288
0.0059594218936961305,13.482448467138665,0.08468667586779278
0.005577817458986563,13.258312252660412,0.09097076436614344
0.008432654204838573,14.696118602353813,0.10754341447441818
0.014948801571840325,17.42990264044796,0.1281721960647945
0.023119024167634793,20.159689711569474,0.1453689178556517
0.029136416120401253,21.805289223473963,0.15605420708162676
0.02990932267977069,21.998240926680506,0.15858310743948198
0.02523717318426276,20.785840398375097,0.15051537613757957
0.017670680610709606,18.476316803891994,0.13373277524575763
0.010543883420021665,15.681449953357829,0.11221742817904412
0.005994554667983058,13.365459770001019,0.08999765874248078
0.004212018822200173,12.209480166629044,0.07321351889038875
0.004030257697787503,12.061084200775818,0.0637685411359173
0.00417025846277061,12.190056100040655,0.06148693752712708
0.003971616921850511,12.002550777397326,0.061037114818558114
0.0034987226731521184,11.543056390601812,0.05964180645344771
0.0030953727192542936,11.140379856357422,0.058170481076342186
0.00301509132206282,11.058159521828111,0.057208460881213556
0.0032472927382209854,11.299581360937069,0.057487057325303514
0.003568522203447958,11.627795314090028,0.05858096438874579
0.0037750035373554816,11.831523628258727,0.05969342369925973
0.0037677918609422783,11.824537970680174,0.059900684325365494
0.003520531324251955,11.578011581691513,0.05748722946507245
0.003019061592455525,11.028883998463385,0.0529596166105154
0.002291018708626903,10.08162424041503,0.046662607387965536
0.001480125868393926,8.717551034012986,0.03968382642390271
8.008045578553282E-4,7.145626893527201,0.03198614525912068
3.863440013435137E-4,5.78486720712822,0.023031275247741335
2.0678119630985703E-4,4.897912522972428,0.016217434719912865
1.437060998255536E-4,4.420022694588645,0.012559027840028212
1.228192235678725E-4,4.229279752649735,0.012068673589839462
1.269237910035902E-4,4.266691242602366,0.011961427387305842
1.445772411189986E-4,4.437456127752946,0.01121963808029036
1.46330211681462E-4,4.455894707843291,0.010648001490430228
1.1590455088019195E-4,4.097414389125056,0.010158775101815476
6.834496790397475E-5,3.384489408390736,0.00864767897250954
2.9217804509926168E-5,2.51943345213596,0.0065644392967311145
1.048026131050339E-5,1.9360193066498992,0.004942121248733084
1.676028905027663E-5,2.114569560123529,0.006393250289635892
6.11202749643177E-5,3.0315642951526187,0.009876482931158675
1.5596170701662066E-4,4.2919539682679835,0.013558661663155844
2.781858889885467E-4,5.309847506832239,0.015809856310887795
3.676784506188556E-4,5.868901660381167,0.01694678111602592
3.7373976812662475E-4,5.902499176287894,0.017400364651677946
3.0363200390910516E-4,5.5051096760638245,0.01685605309911901
2.0765463411558736E-4,4.881005845539417,0.014892459315784005
1.291333693238127E-4,4.227783890725406,0.012077796270381058
7.803894537596687E-5,3.630153872361389,0.009305476914041579
4.517489360484256E-5,3.0540014189779128,0.007173377632835155
2.3318801926841798E-5,2.455175801402461,0.005400609816939708
1.0006970265723437E-5,1.862402999853588,0.003725987369901179
3.555207828625761E-6,1.357581660486557,0.00232485640263835
1.1842858601617502E-6,0.9879368964374208,0.0013268534765898032
4.401592560678135E-7,0.7440829476696257,7.937940493386808E-4
1.9251807049616042E-7,0.59348316553249,5.145730211211203E-4
1.0961911160145892E-7,0.5115242719089591,3.7732261319486704E-4
8.560226757070654E-8,0.4778653344641228,3.0884427608340447E-4
7.799685771386546E-8,0.4651206066597718,2.8074838537401E-4
7.268962612988147E-8,0.45519831774060093,2.638876951177492E-4
6.33478803360966E-8,0.4357810408114582,2.479800540239909E-4
5.2730585498826697E-8,0.4122648170330332,2.481592144768306E-4
4.2821502136746784E-8,0.38859621784693293,2.569328168902946E-4
