Frame,Time,F0
1042,10.42,245.0
1043,10.43,245.0
1044,10.44,245.0
1045,10.450000000000001,229.0
1046,10.46,229.0
1047,10.47,229.0
1048,10.48,229.0
1049,10.49,229.0
1050,10.5,212.0
1051,10.51,212.0
1052,10.52,0.0
1053,10.53,0.0
1054,10.540000000000001,0.0
1055,10.55,0.0
1056,10.56,0.0
1057,10.57,0.0
1058,10.58,0.0
1059,10.59,0.0
1060,10.6,229.0
1061,10.61,229.0
1062,10.620000000000001,229.0
1063,10.63,229.0
1064,10.64,209.0
1065,10.65,209.0
1066,10.66,209.0
1067,10.67,209.0
1068,10.68,209.0
1069,10.69,194.0
1070,10.700000000000001,194.0
1071,10.71,0.0
1072,10.72,0.0
1073,10.73,0.0
1074,10.74,0.0
1075,10.75,0.0
1076,10.76,0.0
1077,10.77,0.0
1078,10.78,0.0
1079,10.790000000000001,0.0
1080,10.8,0.0
1081,10.81,0.0
1082,10.82,0.0
1083,10.83,0.0
1084,10.84,0.0
1085,10.85,0.0
1086,10.86,218.0
1087,10.870000000000001,218.0
1088,10.88,223.0
1089,10.89,223.0
1090,10.9,223.0
1091,10.91,223.0
1092,10.92,223.0
1093,10.93,223.0
1094,10.94,223.0
1095,10.950000000000001,223.0
1096,10.96,223.0
1097,10.97,214.0
1098,10.98,214.0
1099,10.99,214.0
1100,11.0,214.0
1101,11.01,0.0
1102,11.02,0.0
1103,11.03,0.0
1104,11.040000000000001,0.0
1105,11.05,0.0
1106,11.06,0.0
1107,11.07,0.0
1108,11.08,0.0
1109,11.09,0.0
1110,11.1,0.0
1111,11.11,0.0
1112,11.120000000000001,0.0
1113,11.13,0.0
1114,11.14,0.0
1115,11.15,0.0
1116,11.16,0.0
1117,11.17,237.0
1118,11.18,237.0
1119,11.19,237.0
1120,11.200000000000001,237.0
1121,11.21,239.0
1122,11.22,239.0
1123,11.23,239.0
1124,11.24,239.0
1125,11.25,239.0
1126,11.26,224.0
1127,11.27,224.0
1128,11.28,224.0
1129,11.290000000000001,224.0
1130,11.3,224.0
1131,11.31,212.0
1132,11.32,212.0
1133,11.33,212.0
1134,11.34,212.0
1135,11.35,212.0
1136,11.36,207.0
1137,11.370000000000001,0.0
1138,11.38,0.0
1139,11.39,0.0
1140,11.4,0.0
1141,11.41,0.0
1142,11.42,0.0
1143,11.43,0.0
1144,11.44,0.0
1145,11.450000000000001,0.0
1146,11.46,0.0
1147,11.47,0.0
1148,11.48,249.0
1149,11.49,249.0
1150,11.5,239.0
1151,11.51,239.0
1152,11.52,239.0
1153,11.53,239.0
1154,11.540000000000001,239.0
1155,11.55,207.0
1156,11.56,207.0
1157,11.57,0.0
1158,11.58,0.0
1159,11.59,0.0
1160,11.6,0.0
1161,11.61,0.0
1162,11.620000000000001,0.0
1163,11.63,0.0
1164,11.64,0.0
1165,11.65,252.0
1166,11.66,252.0
1167,11.67,252.0
1168,11.68,252.0
1169,11.69,266.0
1170,11.700000000000001,266.0
1171,11.71,266.0
1172,11.72,266.0
1173,11.73,266.0
1174,11.74,268.0
1175,11.75,268.0
1176,11.76,268.0
1177,11.77,268.0
1178,11.78,268.0
1179,11.790000000000001,250.0
1180,11.8,250.0
1181,11.81,250.0
1182,11.82,250.0
1183,11.83,230.0
1184,11.84,230.0
1185,11.85,230.0
1186,11.86,230.0
1187,11.870000000000001,230.0
1188,11.88,217.0
1189,11.89,217.0
1190,11.9,217.0
1191,11.91,0.0
1192,11.92,0.0
1193,11.93,0.0
1194,11.94,0.0
1195,11.950000000000001,0.0
1196,11.96,0.0
1197,11.97,0.0
1198,11.98,0.0
1199,11.99,0.0
1200,12.0,0.0
1201,12.01,180.0
1202,12.021,180.0
1203,12.031,165.0
1204,12.041,165.0
1205,12.051,165.0
1206,12.061,165.0
1207,12.071,165.0
1208,12.081,154.0
1209,12.091000000000001,154.0
1210,12.101,154.0
1211,12.111,154.0
1212,12.121,154.0
1213,12.131,148.0
1214,12.141,148.0
1215,12.151,148.0
1216,12.161,148.0
1217,12.171,162.0
1218,12.181000000000001,162.0
1219,12.191,162.0
1220,12.201,162.0
1221,12.211,162.0
