Frame,Time,F0
0,0.0,0
1,0.005,0
2,0.01,0
3,0.015,0
4,0.02,0
5,0.025,0
6,0.030000000000000002,150.86880293358678
7,0.035,151.15359493922617
8,0.04,152.24227366431057
9,0.045,154.4381694302319
10,0.049999999999999996,158.17074458274567
11,0.05499999999999999,164.9055841520018
12,0.05999999999999999,172.28443536891893
13,0.06499999999999999,180.83667633977848
14,0.06999999999999999,190.80087565610174
15,0.075,263.23494639030525
16,0.08,278.7877696671571
17,0.085,318.97999195909085
18,0.09000000000000001,359.542353620926
19,0.09500000000000001,388.76268627689404
20,0.10000000000000002,406.9737602000356
21,0.10500000000000002,412.6781619171385
22,0.11000000000000003,397.7283783337063
23,0.11500000000000003,343.86590379697356
24,0.12000000000000004,279.12878874546067
25,0.12500000000000003,235.427725189553
26,0.13000000000000003,208.0546065631507
27,0.13500000000000004,191.11828319377395
28,0.14000000000000004,180.00779179016035
29,0.14500000000000005,168.96563419776467
30,0.15000000000000005,158.93662184866344
31,0.15500000000000005,152.23978212467807
32,0.16000000000000006,148.25991974188833
33,0.16500000000000006,379.76837792301836
34,0.17000000000000007,316.34053285797404
35,0.17500000000000007,285.9367203008942
36,0.18000000000000008,249.57419989598523
37,0.18500000000000008,218.04890748757705
38,0.19000000000000009,196.49356307906223
39,0.1950000000000001,190.89775564383203
40,0.2000000000000001,182.236189503599
41,0.2050000000000001,169.83402173753555
42,0.2100000000000001,0
43,0.2150000000000001,0
44,0.2200000000000001,0
45,0.22500000000000012,0
46,0.23000000000000012,0
47,0.23500000000000013,0
48,0.24000000000000013,0
49,0.24500000000000013,0
50,0.2500000000000001,0
51,0.2550000000000001,0
52,0.2600000000000001,0
53,0.2650000000000001,0
54,0.27000000000000013,0
55,0.27500000000000013,0
56,0.28000000000000014,0
57,0.28500000000000014,0
58,0.29000000000000015,0
59,0.29500000000000015,0
60,0.30000000000000016,0
61,0.30500000000000016,0
62,0.31000000000000016,0
63,0.31500000000000017,201.85866749213181
64,0.3200000000000002,181.35614657178743
65,0.3250000000000002,169.6972497421727
66,0.3300000000000002,159.97368459778332
67,0.3350000000000002,153.1682843245542
68,0.3400000000000002,146.96307991524245
69,0.3450000000000002,145.07392845455468
70,0.3500000000000002,0
71,0.3550000000000002,0
72,0.3600000000000002,0
73,0.3650000000000002,157.82889430434497
74,0.3700000000000002,163.60478393814049
75,0.3750000000000002,187.3391233742678
76,0.3800000000000002,219.95211627406619
77,0.38500000000000023,227.99702976316112
78,0.39000000000000024,229.4337041169729
79,0.39500000000000024,229.5442295501907
80,0.40000000000000024,228.92081304948442
81,0.40500000000000025,227.67495268885742
82,0.41000000000000025,216.92873241225476
83,0.41500000000000026,0
84,0.42000000000000026,0
85,0.42500000000000027,0
86,0.43000000000000027,0
87,0.4350000000000003,0
88,0.4400000000000003,0
89,0.4450000000000003,0
90,0.4500000000000003,0
91,0.4550000000000003,0
92,0.4600000000000003,0
93,0.4650000000000003,0
94,0.4700000000000003,0
95,0.4750000000000003,0
96,0.4800000000000003,0
97,0.4850000000000003,0
98,0.4900000000000003,0
99,0.49500000000000033,0
100,0.5000000000000003,0
101,0.5050000000000003,0
102,0.5100000000000003,0
103,0.5150000000000003,0
104,0.5200000000000004,0
105,0.5250000000000004,0
106,0.5300000000000004,291.2198169923735
107,0.5350000000000004,329.01292319831884
108,0.5400000000000004,300.52462983749723
109,0.5450000000000004,238.5226786720811
110,0.5500000000000004,190.0181541892957
111,0.5550000000000004,167.9776077450109
112,0.5600000000000004,153.09633591593956
113,0.5650000000000004,145.6689680485324
114,0.5700000000000004,143.9300755099747
115,0.5750000000000004,144.28690432517172
116,0.5800000000000004,144.07711502512944
117,0.5850000000000004,139.78573475240586
118,0.5900000000000004,136.5466222395076
119,0.5950000000000004,0
120,0.6000000000000004,0
121,0.6050000000000004,0
122,0.6100000000000004,0
123,0.6150000000000004,0
124,0.6200000000000004,0
125,0.6250000000000004,0
126,0.6300000000000004,0
127,0.6350000000000005,0
128,0.6400000000000005,0
129,0.6450000000000005,0
130,0.6500000000000005,0
131,0.6550000000000005,0
132,0.6600000000000005,152.89377514531432
133,0.6650000000000005,152.89377514531432
134,0.6700000000000005,157.8158634827888
135,0.6750000000000005,160.54539789598462
136,0.6800000000000005,160.54539789598462
137,0.6850000000000005,164.01292023567333
138,0.6900000000000005,166.39687610000755
139,0.6950000000000005,166.39687610000755
140,0.7000000000000005,168.46306968233924
141,0.7050000000000005,170.5621093364777
142,0.7100000000000005,172.9534394708384
