frame,pcm
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,-3.0517578125E-5
47,-3.0517578125E-5
48,-3.0517578125E-5
49,3.0517578125E-5
50,-5.4931640625E-4
51,-6.103515625E-5
52,0.00140380859375
53,1.8310546875E-4
54,-0.001708984375
55,3.0517578125E-5
56,0.001983642578125
57,0.001495361328125
58,0.001312255859375
59,0.002227783203125
60,6.103515625E-4
61,-4.57763671875E-4
62,0.00201416015625
63,0.002655029296875
64,0.001861572265625
65,7.9345703125E-4
66,-0.001983642578125
67,-3.35693359375E-4
68,0.001129150390625
69,-0.003509521484375
70,-0.002349853515625
71,0.004638671875
72,0.001922607421875
73,-0.001739501953125
74,9.765625E-4
75,-0.002105712890625
76,-0.006805419921875
77,-0.00555419921875
78,-0.005615234375
79,-0.0032958984375
80,0.005889892578125
81,0.0052490234375
82,-0.00128173828125
83,0.005340576171875
84,0.01068115234375
85,0.00543212890625
86,-7.9345703125E-4
87,-0.0018310546875
88,0.005340576171875
89,0.00897216796875
90,0.0013427734375
91,-0.00689697265625
92,-0.0028076171875
93,0.00274658203125
94,-0.00164794921875
95,0.001190185546875
96,0.0048828125
97,-0.003997802734375
98,-0.0059814453125
99,-0.00238037109375
100,-0.006591796875
101,-0.004638671875
102,0.007080078125
103,0.005523681640625
104,-0.00323486328125
105,0.004150390625
106,0.010528564453125
107,0.003814697265625
108,0.003265380859375
109,0.0032958984375
110,-0.00616455078125
111,-0.009674072265625
112,-8.85009765625E-4
113,0.0079345703125
114,0.003265380859375
115,-4.2724609375E-4
116,0.00506591796875
117,0.00421142578125
118,-5.4931640625E-4
119,-0.00469970703125
120,-0.00836181640625
121,-0.00140380859375
122,0.00341796875
123,-8.544921875E-4
124,0.003448486328125
125,0.010223388671875
126,0.003143310546875
127,-0.008148193359375
128,-0.0106201171875
129,-0.003997802734375
130,-0.0013427734375
131,-0.00274658203125
132,0.006439208984375
133,0.00885009765625
134,-0.003875732421875
135,-0.007476806640625
136,-9.1552734375E-5
137,2.13623046875E-4
138,-0.008331298828125
139,-0.0093994140625
140,-0.00372314453125
141,-6.103515625E-5
142,0.0013427734375
143,-2.74658203125E-4
144,0.003448486328125
145,0.0035400390625
146,-0.008331298828125
147,-0.01177978515625
148,-0.00244140625
149,0.001190185546875
150,-0.005859375
151,-0.009063720703125
152,0.0
153,0.0020751953125
154,-0.00408935546875
155,0.002166748046875
156,0.00921630859375
157,0.0010986328125
158,-0.00823974609375
159,-0.00860595703125
160,-0.008453369140625
161,-0.00604248046875
162,0.00445556640625
163,0.00421142578125
164,-0.00830078125
165,-0.008941650390625
166,-0.004791259765625
167,-0.0047607421875
168,0.001739501953125
169,0.002655029296875
170,-0.006378173828125
171,-0.007110595703125
172,-0.003814697265625
173,-0.0025634765625
174,0.0032958984375
175,0.00213623046875
176,-0.008331298828125
177,-0.005218505859375
178,0.007171630859375
179,0.0067138671875
180,-0.0028076171875
181,-0.00750732421875
182,-0.005950927734375
183,-0.006195068359375
184,-0.00421142578125
185,2.74658203125E-4
186,-0.004730224609375
187,-0.007476806640625
188,0.002777099609375
189,0.009063720703125
190,0.0048828125
191,0.002960205078125
192,0.001556396484375
193,-0.001953125
194,0.002593994140625
195,0.006744384765625
196,-0.002410888671875
197,-0.0059814453125
198,9.1552734375E-4
199,0.001068115234375
200,-0.003265380859375
201,-0.00750732421875
202,-0.00341796875
203,0.005035400390625
204,-0.001495361328125
205,-0.00787353515625
206,-0.003875732421875
207,7.9345703125E-4
208,0.00830078125
209,0.010345458984375
210,0.006591796875
211,0.0020751953125
212,-0.00213623046875
213,0.00347900390625
214,7.9345703125E-4
215,-0.00909423828125
216,0.001739501953125
217,0.011810302734375
218,0.007049560546875
219,0.001556396484375
220,-1.8310546875E-4
221,0.0068359375
222,0.01025390625
223,0.005462646484375
224,0.0064697265625
225,0.003173828125
226,-0.001373291015625
227,0.006866455078125
228,0.004608154296875
229,-0.0111083984375
230,-0.01226806640625
231,1.52587890625E-4
232,0.00335693359375
233,-0.00665283203125
234,-0.00860595703125
235,0.004241943359375
236,0.0133056640625
237,0.006561279296875
238,-0.00628662109375
239,-0.0028076171875
240,0.01165771484375
241,0.012176513671875
242,8.544921875E-4
243,-0.007537841796875
244,-0.002105712890625
245,0.005218505859375
246,-0.0050048828125
247,-0.01251220703125
248,-0.005462646484375
249,-0.001678466796875
250,-0.002105712890625
251,-0.002593994140625
252,0.00146484375
253,0.01141357421875
254,0.008270263671875
255,-9.46044921875E-4
256,0.004913330078125
257,0.0089111328125
258,-0.001983642578125
259,-0.012969970703125
260,-0.013519287109375
261,-0.00518798828125
262,-0.0018310546875
263,-0.003997802734375
264,-0.001556396484375
265,-0.0032958984375
266,-0.001708984375
267,0.005401611328125
268,0.001373291015625
269,0.00286865234375
270,0.00653076171875
271,-2.44140625E-4
272,0.0042724609375
273,0.009490966796875
274,-0.002166748046875
275,-0.01312255859375
276,-0.0128173828125
277,-0.00897216796875
278,-0.0101318359375
279,-0.010406494140625
280,-0.004852294921875
281,0.003387451171875
282,0.008880615234375
283,0.007049560546875
284,0.00347900390625
285,0.00335693359375
286,0.002716064453125
287,-0.003997802734375
288,-0.010833740234375
289,-0.009796142578125
290,-0.00360107421875
291,0.004547119140625
292,0.002044677734375
293,-0.0059814453125
294,0.003173828125
295,0.011322021484375
296,-2.44140625E-4
297,-0.0062255859375
298,0.00567626953125
299,0.012481689453125
300,0.0015869140625
301,-0.004913330078125
302,0.00518798828125
303,0.008941650390625
304,-0.00244140625
305,-0.012451171875
306,-0.01300048828125
307,-0.0045166015625
308,0.001495361328125
309,-0.006011962890625
310,-0.00482177734375
311,0.012664794921875
312,0.012054443359375
313,-5.79833984375E-4
314,7.32421875E-4
315,-0.00244140625
316,-0.005615234375
317,0.00738525390625
318,0.006317138671875
319,-0.010772705078125
320,-0.006103515625
321,0.007049560546875
322,-0.003997802734375
323,-0.010284423828125
324,0.0084228515625
325,0.01580810546875
326,0.003326416015625
327,8.544921875E-4
328,0.006591796875
329,-0.002288818359375
330,-0.012115478515625
331,-0.0074462890625
332,-0.0062255859375
333,-0.009368896484375
334,-0.005828857421875
335,0.0020751953125
336,0.011322021484375
337,0.008148193359375
338,-0.005859375
339,-0.009002685546875
340,-0.005889892578125
341,-0.002471923828125
342,0.0013427734375
343,4.8828125E-4
